LEMMA|POS,LEMMA,POS,FREQUENCY,INFLECTIONS
jewelry|n,jewelry,n,70,"jewelry, jewelries"
mercy|n,mercy,n,70,"mercy, mercies"
naturally|r,naturally,r,70,naturally
nickel|n,nickel,n,70,"nickel, nickels"
object|n,object,n,70,"object, objects"
scissors|n,scissors,n,70,scissors
secretly|r,secretly,r,70,secretly
smack|v,smack,v,70,"smack, smacked, smacking, smacks"
supportive|j,supportive,j,70,supportive
suspect|n,suspect,n,70,"suspect, suspects"
tick|v,tick,v,70,"tick, ticked, ticking, ticks"
waffle|n,waffle,n,70,"waffle, waffles"
way|r,way,r,70,way
wicked|j,wicked,j,70,"wicked, wickeder, wickedest"
wisdom|n,wisdom,n,70,"wisdom, wisdoms"
woo|u,woo,u,70,woo
essay|n,essay,n,70,"essay, essays"
land|n,land,n,69,"land, lands"
audition|v,audition,v,69,"audition, auditioned, auditioning, auditions"
butler|n,butler,n,69,"butler, butlers"
cash|v,cash,v,69,"cash, cashed, cashes, cashing"
deadly|j,deadly,j,69,deadly
delicate|j,delicate,j,69,delicate
document|n,document,n,69,"document, documents"
emotionally|r,emotionally,r,69,emotionally
establish|v,establish,v,69,"establish, established, establishes, establishing"
flute|n,flute,n,69,"flute, flutes"
gorilla|n,gorilla,n,69,"gorilla, gorillas"
groom|n,groom,n,69,"groom, grooms"
horror|n,horror,n,69,"horror, horrors"
humanity|n,humanity,n,69,"humanity, humanities"
maker|n,maker,n,69,"maker, makers"
martini|n,martini,n,69,"martini, martinis"
mud|n,mud,n,69,"mud, muds"
needy|j,needy,j,69,"needy, needier, neediest"
psychic|n,psychic,n,69,"psychic, psychics"
reduce|v,reduce,v,69,"reduce, reduced, reduces, reducing"
retarded|j,retarded,j,69,retarded
return|n,return,n,69,"return, returns"
rod|n,rod,n,69,"rod, rods"
rubber|n,rubber,n,69,"rubber, rubbers"
rug|n,rug,n,69,"rug, rugs"
steer|v,steer,v,69,"steer, steered, steering, steers"
symbol|n,symbol,n,69,"symbol, symbols"
testify|v,testify,v,69,"testify, testified, testifies, testifying"
thirsty|j,thirsty,j,69,"thirsty, thirstier, thirstiest"
traditional|j,traditional,j,69,traditional
try|n,try,n,69,"try, tries"
twin|j,twin,j,69,twin
succeed|v,succeed,v,69,"succeed, succeeded, succeeding, succeeds"
mob|n,mob,n,69,"mob, mobs"
basic|j,basic,j,68,basic
behalf|n,behalf,n,68,"behalf, behalves"
booty|n,booty,n,68,"booty, booties"
bridesmaid|n,bridesmaid,n,68,"bridesmaid, bridesmaids"
chore|n,chore,n,68,"chore, chores"
coin|n,coin,n,68,"coin, coins"
correct|v,correct,v,68,"correct, corrected, correcting, corrects"
crowded|j,crowded,j,68,crowded
envelope|n,envelope,n,68,"envelope, envelopes"
exciting|j,exciting,j,68,exciting
greetings|u,greetings,u,68,greetings
living|n,living,n,68,"living, livings"
medication|n,medication,n,68,"medication, medications"
necessarily|r,necessarily,r,68,necessarily
organize|v,organize,v,68,"organize, organized, organizes, organizing"
overreact|v,overreact,v,68,"overreact, overreacted, overreacting, overreacts"
pageant|n,pageant,n,68,"pageant, pageants"
press|n,press,n,68,"press, presses"
principle|n,principle,n,68,"principle, principles"
rabbi|n,rabbi,n,68,"rabbi, rabbis"
reward|v,reward,v,68,"reward, rewarded, rewarding, rewards"
sneeze|v,sneeze,v,68,"sneeze, sneezed, sneezes, sneezing"
tasty|j,tasty,j,68,"tasty, tastier, tastiest"
tobacco|n,tobacco,n,68,"tobacco, tobaccoes, tobaccos"
volunteer|n,volunteer,n,68,"volunteer, volunteers"
whee|u,whee,u,68,whee
facility|n,facility,n,68,"facility, facilities"
skirt|n,skirt,n,68,"skirt, skirts"
dedicate|v,dedicate,v,67,"dedicate, dedicated, dedicates, dedicating"
despite|fw,despite,fw,67,despite
download|v,download,v,67,"download, downloaded, downloading, downloads"
fetus|n,fetus,n,67,"fetus, fetuses"
frighten|v,frighten,v,67,"frighten, frightened, frightening, frightens"
grateful|j,grateful,j,67,grateful
gravity|n,gravity,n,67,"gravity, gravities"
hail|v,hail,v,67,"hail, hailed, hailing, hails"
handle|n,handle,n,67,"handle, handles"
hay|n,hay,n,67,"hay, hays"
hideous|j,hideous,j,67,hideous
hobby|n,hobby,n,67,"hobby, hobbies"
legally|r,legally,r,67,legally
lighting|n,lighting,n,67,"lighting, lightings"
lobby|n,lobby,n,67,"lobby, lobbies"
lung|n,lung,n,67,"lung, lungs"
musician|n,musician,n,67,"musician, musicians"
petty|j,petty,j,67,"petty, pettier, pettiest"
plot|n,plot,n,67,"plot, plots"
poison|v,poison,v,67,"poison, poisoned, poisoning, poisons"
presence|n,presence,n,67,"presence, presences"
promotion|n,promotion,n,67,"promotion, promotions"
radioactive|j,radioactive,j,67,radioactive
relief|n,relief,n,67,"relief, reliefs"
resource|n,resource,n,67,"resource, resources"
sailor|n,sailor,n,67,"sailor, sailors"
sober|j,sober,j,67,"sober, soberer, soberest"
sofa|n,sofa,n,67,"sofa, sofas"
switch|n,switch,n,67,"switch, switches"
tavern|n,tavern,n,67,"tavern, taverns"
toaster|n,toaster,n,67,"toaster, toasters"
annual|j,annual,j,66,annual
bathe|v,bathe,v,66,"bathe, bathed, bathes, bathing"
bully|v,bully,v,66,"bully, bullied, bullies, bullying"
burrito|n,burrito,n,66,"burrito, burritos"
catalog|n,catalog,n,66,"catalog, catalogs, catalogue, catalogues"
cheerleader|n,cheerleader,n,66,"cheerleader, cheerleaders"
combination|n,combination,n,66,"combination, combinations"
combine|v,combine,v,66,"combine, combined, combines, combining"
complete|v,complete,v,66,"complete, completed, completes, completing"
conclusion|n,conclusion,n,66,"conclusion, conclusions"
cotton|n,cotton,n,66,"cotton, cottons"
crab|n,crab,n,66,"crab, crabs"
damage|v,damage,v,66,"damage, damaged, damages, damaging"
erase|v,erase,v,66,"erase, erased, erases, erasing"
fairly|r,fairly,r,66,fairly
fund|n,fund,n,66,"fund, funds"
hog|v,hog,v,66,"hog, hogged, hogging, hogs"
hurricane|n,hurricane,n,66,"hurricane, hurricanes"
July|K,July,K,66,"July, Julys"
mansion|n,mansion,n,66,"mansion, mansions"
motorcycle|n,motorcycle,n,66,"motorcycle, motorcycles"
off|r,off,r,66,off
pigeon|n,pigeon,n,66,"pigeon, pigeons"
politics|n,politics,n,66,politics
proper|j,proper,j,66,"proper, properer, properest"
qualify|v,qualify,v,66,"qualify, qualified, qualifies, qualifying"
receptionist|n,receptionist,n,66,"receptionist, receptionists"
recover|v,recover,v,66,"recover, recovered, recovering, recovers"
release|n,release,n,66,"release, releases"
sarcasm|n,sarcasm,n,66,"sarcasm, sarcasms"
sheriff|n,sheriff,n,66,"sheriff, sheriffs"
shoo|u,shoo,u,66,shoo
soy|n,soy,n,66,"soy, soya"
suspicious|j,suspicious,j,66,suspicious
sweaty|j,sweaty,j,66,"sweaty, sweatier, sweatiest"
technique|n,technique,n,66,"technique, techniques"
thigh|n,thigh,n,66,"thigh, thighs"
toxic|j,toxic,j,66,toxic
twenty-seven|m,twenty-seven,m,66,twenty-seven
uh-uh|u,uh-uh,u,66,uh-uh
vest|n,vest,n,66,"vest, vests"
crib|n,crib,n,66,"crib, cribs"
amusement|n,amusement,n,65,"amusement, amusements"
average|n,average,n,65,"average, averages"
backpack|n,backpack,n,65,"backpack, backpacks"
balance|n,balance,n,65,"balance, balances"
beverage|n,beverage,n,65,"beverage, beverages"
boxer|n,boxer,n,65,"boxer, boxers"
confession|n,confession,n,65,"confession, confessions"
deeply|r,deeply,r,65,"deeply, deeplier, deepliest"
fabric|n,fabric,n,65,"fabric, fabrics"
herpes|n,herpes,n,65,"herpes, herpeses"
hobo|n,hobo,n,65,"hobo, hoboes, hobos"
host|v,host,v,65,"host, hosted, hosting, hosts"
hybrid|n,hybrid,n,65,"hybrid, hybrids"
increase|v,increase,v,65,"increase, increased, increases, increasing"
meth|n,meth,n,65,"meth, meths"
prevent|v,prevent,v,65,"prevent, prevented, preventing, prevents"
prisoner|n,prisoner,n,65,"prisoner, prisoners"
protection|n,protection,n,65,"protection, protections"
queer|j,queer,j,65,"queer, queerer, queerest"
refresh|v,refresh,v,65,"refresh, refreshed, refreshes, refreshing"
request|v,request,v,65,"request, requested, requesting, requests"
shush|u,shush,u,65,shush
standard|j,standard,j,65,standard
strap|v,strap,v,65,"strap, strapped, strapping, straps"
tray|n,tray,n,65,"tray, trays"
type|v,type,v,65,"type, typed, types, typing"
yuck|u,yuck,u,65,yuck
vomit|v,vomit,v,64,"vomit, vomited, vomiting, vomits"
academy|n,academy,n,64,"academy, academies"
anus|n,anus,n,64,"anus, anuses"
babysitter|n,babysitter,n,64,"babysitter, babysitters"
banner|n,banner,n,64,"banner, banners"
beneath|fw,beneath,fw,64,beneath
bid|v,bid,v,64,"bid, bade, bidden, bidding, bids"
bladder|n,bladder,n,64,"bladder, bladders"
cult|n,cult,n,64,"cult, cults"
dealer|n,dealer,n,64,"dealer, dealers"
flesh|n,flesh,n,64,"flesh, fleshes"
fulfill|v,fulfill,v,64,"fulfill, fulfilled, fulfilling, fulfills"
heck|u,heck,u,64,heck
hint|n,hint,n,64,"hint, hints"
hump|v,hump,v,64,"hump, humped, humping, humps"
identify|v,identify,v,64,"identify, identified, identifies, identifying"
intimidate|v,intimidate,v,64,"intimidate, intimidated, intimidates, intimidating"
leather|n,leather,n,64,"leather, leathers"
list|v,list,v,64,"list, listed, listing, lists"
madness|n,madness,n,64,"madness, madnesses"
merely|r,merely,r,64,merely
mole|n,mole,n,64,"mole, moles"
Nazi|K,Nazi,K,64,"Nazi, Nazis"
passionate|j,passionate,j,64,passionate
post|n,post,n,64,"post, posts"
program|v,program,v,64,"program, programmed, programming, programs"
rap|n,rap,n,64,rap
recent|j,recent,j,64,"recent, recenter, recentest"
satellite|n,satellite,n,64,"satellite, satellites"
shampoo|n,shampoo,n,64,"shampoo, shampoos"
share|n,share,n,64,"share, shares"
sink|n,sink,n,64,"sink, sinks"
sleepy|j,sleepy,j,64,"sleepy, sleepier, sleepiest"
smug|j,smug,j,64,"smug, smugger, smuggest"
spray|v,spray,v,64,"spray, sprayed, spraying, sprays"
straw|n,straw,n,64,"straw, straws"
supermarket|n,supermarket,n,64,"supermarket, supermarkets"
tend|v,tend,v,64,"tend, tended, tending, tends"
twenty-one|m,twenty-one,m,64,twenty-one
umbrella|n,umbrella,n,64,"umbrella, umbrellas"
wrestler|n,wrestler,n,64,"wrestler, wrestlers"
bud|n,bud,n,64,"bud, buds"
boner|n,boner,n,64,"boner, boners"
riot|n,riot,n,64,"riot, riots"
blast|v,blast,v,63,"blast, blasted, blasting, blasts"
chess|n,chess,n,63,chess
chin|n,chin,n,63,"chin, chins"
clip|n,clip,n,63,"clip, clips"
concept|n,concept,n,63,"concept, concepts"
core|n,core,n,63,"core, cores"
deed|n,deed,n,63,"deed, deeds"
destruction|n,destruction,n,63,"destruction, destructions"
display|n,display,n,63,"display, displays"
DNA|abbr,DNA,abbr,63,DNA
eighth|m,eighth,m,63,"eighth, eighths"
eliminate|v,eliminate,v,63,"eliminate, eliminated, eliminates, eliminating"
goose|n,goose,n,63,"goose, geese"
homosexual|n,homosexual,n,63,"homosexual, homosexuals"
invention|n,invention,n,63,"invention, inventions"
marathon|n,marathon,n,63,"marathon, marathons"
meaning|n,meaning,n,63,"meaning, meanings"
minus|fw,minus,fw,63,"minus, minuses"
ouch|u,ouch,u,63,ouch
paperwork|n,paperwork,n,63,paperwork
physical|n,physical,n,63,"physical, physicals"
pilgrim|n,pilgrim,n,63,"pilgrim, pilgrims"
pitch|n,pitch,n,63,"pitch, pitches"
plug|v,plug,v,63,"plug, plugged, plugging, plugs"
psst|u,psst,u,63,psst
replacement|n,replacement,n,63,"replacement, replacements"
review|v,review,v,63,"review, reviewed, reviewing, reviews"
surrender|v,surrender,v,63,"surrender, surrendered, surrendering, surrenders"
towards|fw,towards,fw,63,towards
vacuum|n,vacuum,n,63,"vacuum, vacua, vacuums"
ahoy|u,ahoy,u,62,ahoy
board|v,board,v,62,"board, boarded, boarding, boards"
crystal|n,crystal,n,62,"crystal, crystals"
data|n,data,n,62,data
done|j,done,j,62,done
dryer|n,dryer,n,62,"dryer, dryers"
editor|n,editor,n,62,"editor, editors"
evolve|v,evolve,v,62,"evolve, evolved, evolves, evolving"
flow|n,flow,n,62,"flow, flows"
germ|n,germ,n,62,"germ, germs"
grace|n,grace,n,62,"grace, graces"
harsh|j,harsh,j,62,"harsh, harsher, harshest"
intelligence|n,intelligence,n,62,"intelligence, intelligences"
jaw|n,jaw,n,62,"jaw, jaws"
juicy|j,juicy,j,62,"juicy, juicier, juiciest"
lipstick|n,lipstick,n,62,"lipstick, lipsticks"
luckily|r,luckily,r,62,luckily
male|n,male,n,62,"male, males"
medium|j,medium,j,62,medium
minority|n,minority,n,62,"minority, minorities"
overnight|r,overnight,r,62,overnight
particularly|r,particularly,r,62,particularly
payment|n,payment,n,62,"payment, payments"
scenario|n,scenario,n,62,"scenario, scenarios"
scrub|v,scrub,v,62,"scrub, scrubbed, scrubbing, scrubs"
shiny|j,shiny,j,62,"shiny, shinier, shiniest"
thoughtful|j,thoughtful,j,62,thoughtful
tops|n,tops,n,62,tops
tribe|n,tribe,n,62,"tribe, tribes"
worthless|j,worthless,j,62,worthless
retirement|n,retirement,n,62,"retirement, retirements"
righty|j,righty,j,62,righty
absolute|j,absolute,j,62,absolute
breeze|n,breeze,n,62,"breeze, breezes"
9-1-1|m,9-1-1,m,61,"9-1-1, 911"
adjustment|n,adjustment,n,61,"adjustment, adjustments"
adoption|n,adoption,n,61,"adoption, adoptions"
anyhow|r,anyhow,r,61,anyhow
athlete|n,athlete,n,61,"athlete, athletes"
burst|v,burst,v,61,"burst, bursted, bursting, bursts"
cocoa|n,cocoa,n,61,"cocoa, cocoas"
courtesy|n,courtesy,n,61,"courtesy, courtesies"
current|j,current,j,61,current
dough|n,dough,n,61,dough
embrace|v,embrace,v,61,"embrace, embraced, embraces, embracing"
fax|v,fax,v,61,"fax, faxed, faxes, faxing"
foolish|j,foolish,j,61,foolish
locate|v,locate,v,61,"locate, located, locates, locating"
memo|n,memo,n,61,"memo, memos"
mentally|r,mentally,r,61,mentally
minor|j,minor,j,61,minor
monitor|v,monitor,v,61,"monitor, monitored, monitoring, monitors"
moo|v,moo,v,61,"moo, mooed, mooing, moos"
quote|v,quote,v,61,"quote, quoted, quotes, quoting"
raccoon|n,raccoon,n,61,"raccoon, raccoons, racoon, racoons"
seduce|v,seduce,v,61,"seduce, seduced, seduces, seducing"
sleeve|n,sleeve,n,61,"sleeve, sleeves"
strangle|v,strangle,v,61,"strangle, strangled, strangles, strangling"
sunshine|n,sunshine,n,61,sunshine
tickle|v,tickle,v,61,"tickle, tickled, tickles, tickling"
tower|n,tower,n,61,"tower, towers"
troop|n,troop,n,61,"troop, troops"
use|n,use,n,61,"use, uses"
volume|n,volume,n,61,"volume, volumes"
wingman|n,wingman,n,61,"wingman, wingmen"
wonder|n,wonder,n,61,"wonder, wonders"
wuss|n,wuss,n,61,"wuss, wusses"
constant|j,constant,j,61,constant
cue|n,cue,n,61,"cue, cues"
acknowledge|v,acknowledge,v,60,"acknowledge, acknowledged, acknowledges, acknowledging"
addition|n,addition,n,60,"addition, additions"
alarm|v,alarm,v,60,"alarm, alarmed, alarming, alarms"
bass|n,bass,n,60,"bass, basses"
blessing|n,blessing,n,60,"blessing, blessings"
businessman|n,businessman,n,60,"businessman, businessmen"
classroom|n,classroom,n,60,"classroom, classrooms"
clinic|n,clinic,n,60,"clinic, clinics"
coward|n,coward,n,60,"coward, cowards"
driveway|n,driveway,n,60,"driveway, driveways"
elect|v,elect,v,60,"elect, elected, electing, elects"
exchange|v,exchange,v,60,"exchange, exchanged, exchanges, exchanging"
fist|n,fist,n,60,"fist, fists"
giant|n,giant,n,60,"giant, giants"
grown-up|n,grown-up,n,60,"grown-up, grown-ups"
indicate|v,indicate,v,60,"indicate, indicated, indicates, indicating"
ingredient|n,ingredient,n,60,"ingredient, ingredients"
instance|n,instance,n,60,"instance, instances"
insult|n,insult,n,60,"insult, insults"
June|K,June,K,60,"June, Junes"
lighten|v,lighten,v,60,"lighten, lightened, lightening, lightens"
limit|v,limit,v,60,"limit, limited, limiting, limits"
mailman|n,mailman,n,60,"mailman, mailmen"
massage|v,massage,v,60,"massage, massaged, massages, massaging"
meteor|n,meteor,n,60,"meteor, meteors"
mop|v,mop,v,60,"mop, mopped, mopping, mops"
noble|j,noble,j,60,"noble, nobler, noblest"
opposite|j,opposite,j,60,opposite
pajamas|n,pajamas,n,60,pajamas
physically|r,physically,r,60,physically
print|n,print,n,60,"print, prints"
pro|n,pro,n,60,"pro, pros"
regarding|fw,regarding,fw,60,regarding
reverend|n,reverend,n,60,"reverend, reverends"
root|v,root,v,60,"root, rooted, rooting, roots"
ship|v,ship,v,60,"ship, shipped, shipping, ships"
slutty|j,slutty,j,60,"slutty, sluttier, sluttiest"
sniff|v,sniff,v,60,"sniff, sniffed, sniffing, sniffs"
spin|n,spin,n,60,"spin, spins"
swell|v,swell,v,60,"swell, swelled, swelling, swells, swollen"
thirty-one|m,thirty-one,m,60,thirty-one
value|v,value,v,60,"value, valued, values, valuing"
mushroom|n,mushroom,n,60,"mushroom, mushrooms"
advanced|j,advanced,j,60,advanced
amuse|v,amuse,v,59,"amuse, amused, amuses, amusing"
ancestor|n,ancestor,n,59,"ancestor, ancestors"
attic|n,attic,n,59,"attic, attics"
broccoli|n,broccoli,n,59,"broccoli, broccolis"
circumstance|n,circumstance,n,59,"circumstance, circumstances"
clothing|n,clothing,n,59,"clothing, clothings"
decade|n,decade,n,59,"decade, decades"
disorder|n,disorder,n,59,"disorder, disorders"
dungeon|n,dungeon,n,59,"dungeon, dungeons"
even|j,even,j,59,"even, evener, evenest"
evolution|n,evolution,n,59,"evolution, evolutions"
exception|n,exception,n,59,"exception, exceptions"
function|n,function,n,59,"function, functions"
geek|n,geek,n,59,"geek, geeks"
glorious|j,glorious,j,59,glorious
gossip|n,gossip,n,59,"gossip, gossips"
happily|r,happily,r,59,happily
ID|abbr,ID,abbr,59,"ID, IDs"
March|K,March,K,59,"March, Marches"
military|n,military,n,59,"military, militaries"
nude|j,nude,j,59,"nude, nuder, nudest"
pan|n,pan,n,59,"pan, pans"
paradise|n,paradise,n,59,"paradise, paradises"
pervert|n,pervert,n,59,"pervert, perverts"
pet|v,pet,v,59,"pet, pets, petted, petting"
pinch|v,pinch,v,59,"pinch, pinched, pinches, pinching"
pity|n,pity,n,59,"pity, pities"
rotten|j,rotten,j,59,"rotten, rottener, rottenest"
seventh|m,seventh,m,59,"seventh, sevenths"
similar|j,similar,j,59,similar
stand|n,stand,n,59,"stand, stands"
tractor|n,tractor,n,59,"tractor, tractors"
tunnel|v,tunnel,v,59,"tunnel, tunneled, tunneling, tunnels"
vanilla|n,vanilla,n,59,"vanilla, vanillas"
violate|v,violate,v,59,"violate, violated, violates, violating"
wreck|v,wreck,v,59,"wreck, wrecked, wrecking, wrecks"
zip|v,zip,v,59,"zip, zipped, zipping, zips"
bedtime|n,bedtime,n,58,"bedtime, bedtimes"
cape|n,cape,n,58,"cape, capes"
cost|n,cost,n,58,"cost, costs"
crossword|n,crossword,n,58,"crossword, crosswords"
designer|n,designer,n,58,"designer, designers"
enormous|j,enormous,j,58,enormous
extreme|j,extreme,j,58,"extreme, extremer, extremest"
fragile|j,fragile,j,58,fragile
genetic|j,genetic,j,58,genetic
length|n,length,n,58,"length, lengths"
lightning|n,lightning,n,58,"lightning, lightnings"
magic|n,magic,n,58,"magic, magics"
magnificent|j,magnificent,j,58,magnificent
mankind|n,mankind,n,58,mankind
marshmallow|n,marshmallow,n,58,"marshmallow, marshmallows"
May|K,May,K,58,"May, Mays"
meatball|n,meatball,n,58,"meatball, meatballs"
